sentence,path
nekk d taqcict talbanit,"common_voice_kab_22733051,common_voice_kab_22747796"
nekk d taqcict talubnanit,"common_voice_kab_22918828,common_voice_kab_22966756"
nekk d taqcict tindunisit,"common_voice_kab_22903799,common_voice_kab_22959699"
nekk d taselmadt da,"common_voice_kab_20556661,common_voice_kab_20547731,common_voice_kab_20552184,common_voice_kab_21912255"
nekk d taselmadt kan,"common_voice_kab_22374992,common_voice_kab_21714112,common_voice_kab_21518537,common_voice_kab_21363386,common_voice_kab_21403986"
nekk d taselmadt n tefṛansist,"common_voice_kab_23608327,common_voice_kab_23396569"
nekk d taselmadt n tjapunit,"common_voice_kab_23589111,common_voice_kab_23946512"
nekk d taselmadt-inem,"common_voice_kab_21535192,common_voice_kab_21422643,common_voice_kab_21463396,common_voice_kab_21971176,common_voice_kab_21667013"
nekk d taselmadt-nwen,"common_voice_kab_21563790,common_voice_kab_22294766,common_voice_kab_21692329,common_voice_kab_21432722,common_voice_kab_21474698"
nekk d taspenyult,"common_voice_kab_20729158,common_voice_kab_22401584,common_voice_kab_20376532,common_voice_kab_21677541"
nekk d tataylandit,"common_voice_kab_21747815,common_voice_kab_20376385,common_voice_kab_22426085,common_voice_kab_20457107,common_voice_kab_20747190"
nekk d taxḍibt n si remḍan,"common_voice_kab_21887721,common_voice_kab_21545936,common_voice_kab_21403635,common_voice_kab_21406568,common_voice_kab_22656157,common_voice_kab_21316515"
nekk d tazelmaḍt mliḥ deg tenwalt,"common_voice_kab_24712298"
nekk d taɛebbajt n yifassen yeɣran di lelwan,"common_voice_kab_19916421,common_voice_kab_20991664,common_voice_kab_22200513,common_voice_kab_20581983"
nekk d taɣect-agi arma d tafrara,"common_voice_kab_21098086,common_voice_kab_20127487,common_voice_kab_22265482,common_voice_kab_20653665,common_voice_kab_19266961"
nekk d taɣermant takulumbit,"common_voice_kab_23396269,common_voice_kab_23611111"
nekk d taɣermant tindunisit,"common_voice_kab_23553047,common_voice_kab_23637846"
nekk d taɣeṛmant tamarikanit,"common_voice_kab_23938432,common_voice_kab_23575496"
nekk d taṣebbart tameqrant,"common_voice_kab_23159967,common_voice_kab_23345812"
nekk d teqbaylit-iw nemyeḥmmal seg zik,"common_voice_kab_18350220,common_voice_kab_18334316,common_voice_kab_18477935,common_voice_kab_22458883,common_voice_kab_18412386"
nekk d tidet kan ara,"common_voice_kab_18836768,common_voice_kab_18899461,common_voice_kab_18932325,common_voice_kab_18878341,common_voice_kab_18845402"
nekk d timsujjit da,"common_voice_kab_20933593,common_voice_kab_20993463,common_voice_kab_22246525,common_voice_kab_20940726,common_voice_kab_20933840"
nekk d timsujjit i kemm,"common_voice_kab_23360314,common_voice_kab_22948038"
nekk d timsujjit imir-a,"common_voice_kab_22753550,common_voice_kab_22738347"
nekk d timsujjit n saɛid waɛli,"common_voice_kab_21874813,common_voice_kab_21831305,common_voice_kab_22698373,common_voice_kab_21854955,common_voice_kab_21899070,common_voice_kab_21817017"
nekk d timsujjit n tsednan,"common_voice_kab_23294085,common_voice_kab_23027083"
nekk d timsujjit-inek,"common_voice_kab_21419619,common_voice_kab_21593556,common_voice_kab_21885649,common_voice_kab_21453604,common_voice_kab_22528611,common_voice_kab_21510032"
nekk d timsujjit-inem,"common_voice_kab_21652855,common_voice_kab_21878990,common_voice_kab_21422501,common_voice_kab_22544195,common_voice_kab_21510407,common_voice_kab_21460246"
nekk d timsujjit-nwen,"common_voice_kab_21511844,common_voice_kab_21422219,common_voice_kab_21910847,common_voice_kab_21461571,common_voice_kab_21654724"
nekk d timsujjit-nwent,"common_voice_kab_21897435,common_voice_kab_21859939,common_voice_kab_21831558,common_voice_kab_21819461,common_voice_kab_21894916"
nekk d tin itessen lqahwa s waṭas,"common_voice_kab_24673251"
nekk d tisist yelluẓen,"common_voice_kab_22200516,common_voice_kab_21822074,common_voice_kab_21878759,common_voice_kab_21843110,common_voice_kab_21859871"
nekk d uselmad neqqim nemqabal,"common_voice_kab_28533929,common_voice_kab_24887428"
nekk d warrac nezdeɣ deg bustun,"common_voice_kab_24839021"
nekk d warraw-ik nella d imdukal,"common_voice_kab_24677874,common_voice_kab_25038394"
nekk d weltma-s n tom,"common_voice_kab_20929413,common_voice_kab_20355140,common_voice_kab_21958923,common_voice_kab_20533694,common_voice_kab_20388333"
nekk d weltma-s n yidir,"common_voice_kab_21453791,common_voice_kab_21503670,common_voice_kab_21814638,common_voice_kab_22553188,common_voice_kab_21593523,common_voice_kab_21421436"
nekk d win yettnehlaken,"common_voice_kab_20448447,common_voice_kab_20695454,common_voice_kab_22349414,common_voice_kab_20367089,common_voice_kab_21597752"
nekk d win yettqadaren,"common_voice_kab_20356645,common_voice_kab_20388562,common_voice_kab_20964893,common_voice_kab_20544640,common_voice_kab_22120429,common_voice_kab_22110370"
nekk d win yeṣfan ɣur-m,"common_voice_kab_19488775,common_voice_kab_20512852,common_voice_kab_19526827,common_voice_kab_21899800,common_voice_kab_20889501"
nekk d xali-s n dda lmulud,"common_voice_kab_21056486,common_voice_kab_20858752,common_voice_kab_22276281,common_voice_kab_20838331,common_voice_kab_20825752"
nekk d yelli-s n si remḍan,"common_voice_kab_22327638,common_voice_kab_21389056,common_voice_kab_21319761,common_voice_kab_21550813,common_voice_kab_21707457"
nekk d yelli-s n tom,"common_voice_kab_20136138,common_voice_kab_20519995,common_voice_kab_21926775,common_voice_kab_20119426,common_voice_kab_20923719"
nekk d yelli-s n xali-s n rabaḥ,"common_voice_kab_23597510,common_voice_kab_23695134"
nekk d yelli-s n ɛemmti-s n ferḥat n at ɛebbas,"common_voice_kab_24839214"
nekk d yemma nella deg tebḥirt,"common_voice_kab_23686647,common_voice_kab_23651067"
nekk d yemma nella deg tejnant,"common_voice_kab_23684244,common_voice_kab_23651201"
nekk d yemma-s n tom,"common_voice_kab_20491818,common_voice_kab_20809637,common_voice_kab_20127511,common_voice_kab_20119200,common_voice_kab_21852199"
nekk d yiwen ur yeskiddib i wayeḍ seg-neɣ,"common_voice_kab_24647168"
nekk d yuba aṭas aya ur nemẓer,"common_voice_kab_23624380,common_voice_kab_23412190"
nekk d yuba d arraw n lexwal,"common_voice_kab_23808449,common_voice_kab_23559717"
nekk d yuba d arraw n leɛmum,"common_voice_kab_23611437,common_voice_kab_23401397"
nekk d yuba d imeddukal yelhan,"common_voice_kab_23554249,common_voice_kab_23815937"
nekk d yuba d iselmaden,"common_voice_kab_22749321,common_voice_kab_22737354"
nekk d yuba d lǧiran,"common_voice_kab_21912256,common_voice_kab_20901451,common_voice_kab_19782311,common_voice_kab_20513853,common_voice_kab_19567668"
nekk d yuba hunter,"common_voice_kab_22339901,common_voice_kab_21579473,common_voice_kab_20447730,common_voice_kab_20692895,common_voice_kab_20410744"
nekk d yuba mačči d ikanidiyen,"common_voice_kab_23686575,common_voice_kab_23593476"
nekk d yuba nebda deg yiwen n lweqt,"common_voice_kab_33403485"
nekk d yuba necɣel deg sin tura,"common_voice_kab_24679562,common_voice_kab_24899724"
nekk d yuba nečča imensi kifkif,"common_voice_kab_24686481,common_voice_kab_25038697"
nekk d yuba nlul deg yiwen wass,"common_voice_kab_24666028"
nekk d yuba qlil anda nsett kifkif,"common_voice_kab_34899314,common_voice_kab_34204249"
nekk d yuba seg yiwet n temdint,"common_voice_kab_28533548,common_voice_kab_24691349"
nekk d yuba xilla aya ur nemẓer,"common_voice_kab_24707185,common_voice_kab_25201435"
nekk d ɛemmi-s n si remḍan,"common_voice_kab_21712881,common_voice_kab_22375580,common_voice_kab_21518615,common_voice_kab_21403814,common_voice_kab_21352972"
nekk d ḥasan,"common_voice_kab_22385132,common_voice_kab_22401816"
nekk d ṭṭbib n yuba,"common_voice_kab_20353529,common_voice_kab_20495048,common_voice_kab_20864398,common_voice_kab_21865625,common_voice_kab_20384314"
nekk dayen heggaɣ iman-iw,"common_voice_kab_22304093,common_voice_kab_20446821,common_voice_kab_21269713,common_voice_kab_20677808,common_voice_kab_20365755"
nekk dayen qebleɣ ayen akka d-yeḍran yid-i,"common_voice_kab_22242046,common_voice_kab_20599666,common_voice_kab_19262327,common_voice_kab_20995588,common_voice_kab_19916345"
nekk dayen sɛeddaɣ tazerzayt,"common_voice_kab_23673984,common_voice_kab_23585790"
nekk daɣen,"common_voice_kab_20588165,common_voice_kab_22241613,common_voice_kab_20995649,common_voice_kab_20147139,common_voice_kab_19414176,common_voice_kab_19279100,common_voice_kab_20663374,common_voice_kab_19917639,common_voice_kab_21220688,common_voice_kab_22319955"
nekk daɣen bɣiɣ ad ɛerḍeɣ,"common_voice_kab_23346022,common_voice_kab_22937695"
nekk daɣen sɛiɣ yiwen akken,"common_voice_kab_23420976,common_voice_kab_23625167"
nekk daɣen ttwanubgaɣ-d ɣer da,"common_voice_kab_23711684,common_voice_kab_23702718"
nekk daɣen ṛuḥeɣ,"common_voice_kab_19493268,common_voice_kab_21899593,common_voice_kab_20892872,common_voice_kab_20508665,common_voice_kab_19526173"
nekk ddeqs-inu i kemm,"common_voice_kab_21870148,common_voice_kab_21817833,common_voice_kab_21853396,common_voice_kab_21821705"
nekk ddiɣ d tugdut,"common_voice_kab_22190459,common_voice_kab_19494514,common_voice_kab_20974014,common_voice_kab_19873730,common_voice_kab_20582181"
nekk ddiɣ-d seg yimal,"common_voice_kab_21687341,common_voice_kab_22277510,common_voice_kab_21438769,common_voice_kab_21486737,common_voice_kab_21549915"
nekk ddreɣ deg umaḍal-inek,"common_voice_kab_23068298,common_voice_kab_23308912"
nekk ddreɣ deg umaḍal-inem,"common_voice_kab_23220948,common_voice_kab_23362705"
nekk ddreɣ deg umaḍal-nwen,"common_voice_kab_23334887,common_voice_kab_23121804"
nekk ddreɣ deg umaḍal-nwent,"common_voice_kab_23604078,common_voice_kab_23392279"
nekk ddreɣ deg umtiweg-a,"common_voice_kab_23370828,common_voice_kab_22949419"
nekk deg uqerruy-iw,"common_voice_kab_18452339,common_voice_kab_18975216,common_voice_kab_18010927,common_voice_kab_17975915"
nekk di lewṣayat-ik i ṭṭfeɣ,"common_voice_kab_24176238"
nekk ed urgaz-inu d iselmaden,"common_voice_kab_23638795,common_voice_kab_23441787"
nekk efk-iyi-d akeffay war lidam,"common_voice_kab_34905178,common_voice_kab_33133080"
nekk fehmeɣ,"common_voice_kab_19392757,common_voice_kab_20538219,common_voice_kab_19845726,common_voice_kab_22005157,common_voice_kab_20962462"
nekk fell-ak i ttekleɣ,"common_voice_kab_24388441"
nekk ferḥeɣ mi t-ẓriɣ,"common_voice_kab_20916355,common_voice_kab_20385345,common_voice_kab_21922376,common_voice_kab_20514799,common_voice_kab_20354051"
nekk feṛheɣ,"common_voice_kab_21764302,common_voice_kab_19029872,common_voice_kab_18997341,common_voice_kab_21764280,common_voice_kab_19127238"
nekk ffudeɣ,"common_voice_kab_23161536,common_voice_kab_23343584"
nekk ffɣeɣ,"common_voice_kab_22393792,common_voice_kab_22381734"
nekk ffɣeɣ-d imi yettwagdel wannay amaziɣ,"common_voice_kab_22941429,common_voice_kab_23360459"
nekk ffɣeɣ-d netta yeqqim din,"common_voice_kab_23822446,common_voice_kab_23645714"
nekk gerrzeɣ i kemm,"common_voice_kab_21316894,common_voice_kab_21375512,common_voice_kab_22401142,common_voice_kab_21518678"
nekk gerrzeɣ i kečč,"common_voice_kab_20362520,common_voice_kab_20441224,common_voice_kab_21089158,common_voice_kab_20627706,common_voice_kab_22278575"
nekk gerseɣ,"common_voice_kab_23102729,common_voice_kab_23339134"
nekk giɣ ccɣel-inu,"common_voice_kab_21561767,common_voice_kab_20684246,common_voice_kab_20446644,common_voice_kab_20365913,common_voice_kab_22337314"
nekk greɣ tiɣri ɣer yillu,"common_voice_kab_24375405"
nekk i d timreyyest fell-ak,"common_voice_kab_23473838,common_voice_kab_23633241"
nekk i d timreyyest fell-am,"common_voice_kab_23625075,common_voice_kab_23427597"
nekk i iqeffṭen fell-am,"common_voice_kab_20360560,common_voice_kab_22216749,common_voice_kab_20580983,common_voice_kab_20991542"
nekk i iɛezmen ad becceɣ ɣer lkas ilem,"common_voice_kab_20672742,common_voice_kab_19299796,common_voice_kab_20172579,common_voice_kab_21281144,common_voice_kab_22325948"
nekk i kečč i wumi iyi-d-fkan,"common_voice_kab_19201623,common_voice_kab_20906410,common_voice_kab_21908347,common_voice_kab_19363683,common_voice_kab_20512659"
nekk i yezwaren fell-ak,"common_voice_kab_19445407,common_voice_kab_21801770,common_voice_kab_19380862,common_voice_kab_22525815,common_voice_kab_20479300"
nekk i yeɣran tafusi n lehhu d wayen yelhan,"common_voice_kab_19121386,common_voice_kab_22415238,common_voice_kab_20735371,common_voice_kab_21714932"
nekk imiren i ttkemileɣ,"common_voice_kab_18014744,common_voice_kab_18932153,common_voice_kab_17975818,common_voice_kab_17948657,common_voice_kab_18136917"
nekk inem kemm inu,"common_voice_kab_22421810,common_voice_kab_19433534,common_voice_kab_21723827,common_voice_kab_20737929,common_voice_kab_20304897"
nekk ines nettat inu,"common_voice_kab_21503121,common_voice_kab_21924292,common_voice_kab_21316596,common_voice_kab_21536193,common_voice_kab_21404064"
nekk isax wallaɣ-iw yugin ad yeqbel tilawt-a i d-yefɛefɛen fell-i,"common_voice_kab_19454860,common_voice_kab_21856458,common_voice_kab_20501087,common_voice_kab_19198123"
nekk isem-iw hashimoto,"common_voice_kab_21839907,common_voice_kab_22290856,common_voice_kab_21867926,common_voice_kab_21819450,common_voice_kab_21879101"
nekk isem-iw tameṭṭut,"common_voice_kab_20987680,common_voice_kab_22214563,common_voice_kab_20590342,common_voice_kab_19259484,common_voice_kab_19917708"
nekk isem-iw tinhinan u muḥ i kemm,"common_voice_kab_23697212,common_voice_kab_23599080"
nekk isem-iw tinhinan u muḥ i kečč,"common_voice_kab_23630686,common_voice_kab_23488113"
nekk isem-iw ɛemmi muḥ i kečč,"common_voice_kab_22952249,common_voice_kab_23372741"
nekk ismi-w muḥemmed ma d imdanen sawalen-iyi muḥuc yerna ḥemmleɣ crab,"common_voice_kab_18041400,common_voice_kab_18036895,common_voice_kab_18001048,common_voice_kab_17970308,common_voice_kab_22357092"
nekk iḥemlen ad ḍṣeɣ ad sfuǧɣeɣ akk d temdukkal-iw,"common_voice_kab_20326776,common_voice_kab_21746614,common_voice_kab_19349051,common_voice_kab_20748705,common_voice_kab_22424777"
nekk keṛheɣ ayefki,"common_voice_kab_20492689,common_voice_kab_21833109,common_voice_kab_20810923,common_voice_kab_20351205,common_voice_kab_20383183,common_voice_kab_22685457"
nekk kkateɣ sakkin ssawaleɣ,"common_voice_kab_23543454,common_voice_kab_23744602"
nekk kkateɣ tabast,"common_voice_kab_21931868,common_voice_kab_20920886,common_voice_kab_20522007,common_voice_kab_20359420,common_voice_kab_20386617"
nekk kkiɣ i tɣawsiwin-a,"common_voice_kab_22738263,common_voice_kab_22752298"
nekk kmumseɣ kan di teɣmert ugadeɣ,"common_voice_kab_34569659,common_voice_kab_33114345"
nekk la ttazzaleɣ,"common_voice_kab_20385143,common_voice_kab_21893895,common_voice_kab_20886112,common_voice_kab_20352931"
nekk labas i kemm,"common_voice_kab_20341331,common_voice_kab_20756400,common_voice_kab_21770019,common_voice_kab_22447457,common_voice_kab_19370310,common_voice_kab_19444659"
nekk leɛmer jerbeɣ tigi,"common_voice_kab_18004054,common_voice_kab_18343117,common_voice_kab_18818343,common_voice_kab_17970477,common_voice_kab_17955348"
nekk lhiɣ kan i uɛebbi nekk d amerkub n udrum,"common_voice_kab_18470233,common_voice_kab_18330816,common_voice_kab_18659344,common_voice_kab_18330387,common_voice_kab_18345813"
nekk lhiɣ-d s ufraq n yilzazen,"common_voice_kab_23645121,common_voice_kab_23822422"
nekk lhiɣ-d s ussedger n yilzazen,"common_voice_kab_24664740,common_voice_kab_24712148"
nekk lliɣ d aselmad,"common_voice_kab_22498205,common_voice_kab_20786320,common_voice_kab_20550392,common_voice_kab_20568544,common_voice_kab_20547940,common_voice_kab_21801537"
nekk lluẓeɣ,"common_voice_kab_23115860,common_voice_kab_23347396"
nekk lluẓeɣ acku ur cciɣ imekli,"common_voice_kab_28678208,common_voice_kab_24887380"
nekk lluẓeɣ i kemm,"common_voice_kab_20556773,common_voice_kab_21864455,common_voice_kab_20550449,common_voice_kab_20882460,common_voice_kab_20547989"
nekk lluẓeɣ i kennemti,"common_voice_kab_22746884,common_voice_kab_22746904,common_voice_kab_22733133"
nekk luleɣ deg ccinwa,"common_voice_kab_21470237,common_voice_kab_21516502,common_voice_kab_21686143,common_voice_kab_22265026,common_voice_kab_21430497"
nekk lǧenn-iw d aṣeḥrawi iḥemmel zzhu d ahwawi,"common_voice_kab_19088578,common_voice_kab_19001299,common_voice_kab_20922642,common_voice_kab_19184322,common_voice_kab_21934521"
nekk maci am kennemti,"common_voice_kab_21544624,common_voice_kab_21503541,common_voice_kab_21959186,common_voice_kab_21427789,common_voice_kab_21465111"
nekk maci d abugaṭu,"common_voice_kab_20867868,common_voice_kab_20558139,common_voice_kab_20547745,common_voice_kab_21864088,common_voice_kab_20550419"
nekk maci d aferḍas,"common_voice_kab_20550442,common_voice_kab_20548308,common_voice_kab_21856442,common_voice_kab_20558674,common_voice_kab_20807060"
nekk maci d akli-inek,"common_voice_kab_21442076,common_voice_kab_21563599,common_voice_kab_21490526,common_voice_kab_21718615,common_voice_kab_22375413"
nekk maci d akli-inem,"common_voice_kab_21498522,common_voice_kab_21449141,common_voice_kab_21766650,common_voice_kab_21419995,common_voice_kab_22441484,common_voice_kab_21497077"
nekk maci d ameddakel-inek,"common_voice_kab_23351518,common_voice_kab_23196546"
nekk maci d ameddakel-inem,"common_voice_kab_23005648,common_voice_kab_23223711"
nekk maci d ameddakel-nwen,"common_voice_kab_23360268,common_voice_kab_23147402"
nekk maci d anesbaɣur,"common_voice_kab_21461440,common_voice_kab_21639856,common_voice_kab_21421207,common_voice_kab_21639670,common_voice_kab_21498879,common_voice_kab_22639909"
nekk maci d igellil,"common_voice_kab_20556571,common_voice_kab_21933056,common_voice_kab_20926139,common_voice_kab_20548297,common_voice_kab_20552148"
nekk maci d imsujji,"common_voice_kab_21210893,common_voice_kab_22327596"
nekk maci d tameddakelt-inem,"common_voice_kab_23596914,common_voice_kab_23702566"
nekk maci d tameddakelt-nwent,"common_voice_kab_23411598,common_voice_kab_23623262"
nekk maci d tameṭṭut-inek,"common_voice_kab_22796005,common_voice_kab_22961429"
nekk maci d tamidit-nwent,"common_voice_kab_22958374,common_voice_kab_22857564"
nekk maci d timsetḥit,"common_voice_kab_21573921,common_voice_kab_21474106,common_voice_kab_21428367,common_voice_kab_21700804,common_voice_kab_22248050"
nekk maci d timsujjit,"common_voice_kab_21806859,common_voice_kab_21421464,common_voice_kab_21419172,common_voice_kab_21496970,common_voice_kab_21536337,common_voice_kab_22605774"
nekk maci d yelli-k,"common_voice_kab_20557997,common_voice_kab_20552902,common_voice_kab_20552232,common_voice_kab_22139707,common_voice_kab_20964462"
nekk maci d yelli-m,"common_voice_kab_20548088,common_voice_kab_20552525,common_voice_kab_22326295,common_voice_kab_21269985,common_voice_kab_20673976"
nekk maci d yelli-twen,"common_voice_kab_21849863,common_voice_kab_21869444,common_voice_kab_21892201,common_voice_kab_22342855,common_voice_kab_21820340"
nekk maci d yiwen seg-wen,"common_voice_kab_22974416,common_voice_kab_22924936"
nekk maci d yiwet seg-wen,"common_voice_kab_22900807,common_voice_kab_22960783"
nekk mazal ad t-ḥemdeɣ,"common_voice_kab_28706375,common_voice_kab_24545837"
nekk mazal ur tt-friɣ yid-k,"common_voice_kab_23683452,common_voice_kab_23480742"
nekk mazal ur tt-friɣ yid-m,"common_voice_kab_23629776,common_voice_kab_23441871"
nekk mačči am tidak,"common_voice_kab_20230520,common_voice_kab_21683101,common_voice_kab_22370851,common_voice_kab_19732894,common_voice_kab_20726670"
nekk mačči d acengu-inek,"common_voice_kab_22934333,common_voice_kab_23348703"
nekk mačči d acengu-inem,"common_voice_kab_23348334,common_voice_kab_22938326"
nekk mačči d acengu-ines,"common_voice_kab_22930854,common_voice_kab_22982955"
nekk mačči d acengu-nkent,"common_voice_kab_22966620,common_voice_kab_22919799"
nekk mačči d acengu-nsen,"common_voice_kab_23370408,common_voice_kab_22960594"
nekk mačči d acengu-nsent,"common_voice_kab_23346085,common_voice_kab_22935745"
nekk mačči d acengu-nwen,"common_voice_kab_22936452,common_voice_kab_23355807"
nekk mačči d ageldun,"common_voice_kab_21570328,common_voice_kab_21315914,common_voice_kab_21405459,common_voice_kab_22293128,common_voice_kab_21315929"
nekk mačči d akli-inek,"common_voice_kab_21820461,common_voice_kab_21891009,common_voice_kab_22364495,common_voice_kab_21845045,common_voice_kab_21866069"
nekk mačči d akli-inem,"common_voice_kab_21839861,common_voice_kab_21869453,common_voice_kab_21918552,common_voice_kab_21864811,common_voice_kab_21817263"
nekk mačči d akli-nkent,"common_voice_kab_22736213,common_voice_kab_22747106"
nekk mačči d akli-nwen,"common_voice_kab_21829638,common_voice_kab_21898751,common_voice_kab_21817908,common_voice_kab_21869660,common_voice_kab_22472593,common_voice_kab_21822279"
nekk mačči d ameddakel-ik,"common_voice_kab_22929881,common_voice_kab_23370418"
nekk mačči d ameddakel-im,"common_voice_kab_23349761,common_voice_kab_22934377"
nekk mačči d ameddakel-nkent,"common_voice_kab_23411902,common_voice_kab_23624379"
nekk mačči d anazi,"common_voice_kab_21770727,common_voice_kab_20462127,common_voice_kab_20757664,common_voice_kab_20349400,common_voice_kab_20382487,common_voice_kab_22449968"
nekk mačči d anelmad,"common_voice_kab_21142456,common_voice_kab_22287515,common_voice_kab_20156110,common_voice_kab_20148773"
nekk mačči d aqeddac-im,"common_voice_kab_22736124,common_voice_kab_22729090,common_voice_kab_22744566,common_voice_kab_22747385"
nekk mačči d aqeddac-nkent,"common_voice_kab_23237200,common_voice_kab_23102340,common_voice_kab_23005861,common_voice_kab_23338774"
nekk mačči d aqeddac-nwen,"common_voice_kab_22926617,common_voice_kab_22972037,common_voice_kab_22971994,common_voice_kab_22920555"
nekk mačči d argaz,"common_voice_kab_20678146,common_voice_kab_22338416,common_voice_kab_21280987,common_voice_kab_20446757"
nekk mačči d aserdas,"common_voice_kab_20886070,common_voice_kab_21903315,common_voice_kab_19383493,common_voice_kab_20509057,common_voice_kab_19471298"
nekk mačči d aɣezzfan,"common_voice_kab_21680629,common_voice_kab_21422631,common_voice_kab_21464138,common_voice_kab_21504787,common_voice_kab_21964733"
nekk mačči d kamal sutra,"common_voice_kab_21281008,common_voice_kab_19294172,common_voice_kab_20180577,common_voice_kab_20678062,common_voice_kab_22327787"
nekk mačči d mmi-k,"common_voice_kab_22335699,common_voice_kab_20677827,common_voice_kab_21272185,common_voice_kab_19414374,common_voice_kab_20181483"
nekk mačči d mmi-m,"common_voice_kab_19454844,common_voice_kab_22685320,common_voice_kab_19376851,common_voice_kab_20799713,common_voice_kab_20487819,common_voice_kab_21833150"
nekk mačči d rosa parks neɣ simone de akken ad beddleɣ timetti-ya,"common_voice_kab_19916235,common_voice_kab_20991679,common_voice_kab_22233234,common_voice_kab_19258864"
nekk mačči d taklit-inek,"common_voice_kab_22920092,common_voice_kab_22968319"
nekk mačči d taklit-inem,"common_voice_kab_22941607,common_voice_kab_23362488"
nekk mačči d taklit-nkent,"common_voice_kab_22914577,common_voice_kab_22965403"
nekk mačči d taklit-nwen,"common_voice_kab_22949536,common_voice_kab_23368608"
nekk mačči d tamdakelt-ik,"common_voice_kab_22925042,common_voice_kab_22973355"
nekk mačči d tamdakelt-im,"common_voice_kab_22915436,common_voice_kab_22963473"
nekk mačči d tameddakelt-ik,"common_voice_kab_23590229,common_voice_kab_23946218"
nekk mačči d tameddakelt-im,"common_voice_kab_23679383,common_voice_kab_23592019"
nekk mačči d tameddakelt-nkent,"common_voice_kab_23834208,common_voice_kab_23644579"
nekk mačči d tameddakelt-nwen,"common_voice_kab_23395555,common_voice_kab_23605032"
nekk mačči d tameṭṭut-ik,"common_voice_kab_22965655,common_voice_kab_22918362"
nekk mačči d tanazit,"common_voice_kab_22747319,common_voice_kab_22729589"
nekk mačči d tanelmadt,"common_voice_kab_20355101,common_voice_kab_21926565,common_voice_kab_20390670,common_voice_kab_20921761"
nekk mačči d taqeddact-ik,"common_voice_kab_23356394,common_voice_kab_22969590,common_voice_kab_22915780,common_voice_kab_22938398"
nekk mačči d taqeddact-nkent,"common_voice_kab_23498940,common_voice_kab_23465486,common_voice_kab_23740745,common_voice_kab_23630175"
nekk mačči d taqeddact-nwen,"common_voice_kab_23910062,common_voice_kab_23411057,common_voice_kab_23611643,common_voice_kab_23577515"
nekk mačči d tayri-inek,"common_voice_kab_22736931,common_voice_kab_22747831"
nekk mačči d tayri-inem,"common_voice_kab_22748743,common_voice_kab_22748825,common_voice_kab_22738520"
nekk mačči d tayri-nwen,"common_voice_kab_22743966,common_voice_kab_22732263"
nekk mačči d taɣezzfant,"common_voice_kab_22743997,common_voice_kab_22736062"
nekk mačči d weltma-s n yunes u saɛid u smaɛil,"common_voice_kab_23639848,common_voice_kab_23441777"
nekk mačči d yemma-s n sliman u saɛid waɛmaṛ u muḥ,"common_voice_kab_23147326,common_voice_kab_23347135"
nekk mačči seg ustṛalya,"common_voice_kab_20807032,common_voice_kab_21843014,common_voice_kab_20382443,common_voice_kab_22655041,common_voice_kab_20350567,common_voice_kab_20486000"
nekk mgal tafgurt n lmut,"common_voice_kab_22074320,common_voice_kab_20942085,common_voice_kab_19807467,common_voice_kab_20543613"
nekk mmaleɣ-as iberdan netta ifran,"common_voice_kab_18812962,common_voice_kab_18695627,common_voice_kab_18768405,common_voice_kab_18685714,common_voice_kab_18676092"
nekk nehṛeɣ asakal n tɣiwant-nneɣ,"common_voice_kab_33151625"
nekk nneknaɣ ɣer yiselkimen,"common_voice_kab_23609050,common_voice_kab_23404635"
nekk nniɣ-ak-d kečč tesliḍ-d,"common_voice_kab_23610308,common_voice_kab_23404064"
nekk nnummeɣ iḍes deg uqiḍun,"common_voice_kab_23574270,common_voice_kab_23915254"
nekk nwiɣ ad tɛeqlem ɛemmi muḥ,"common_voice_kab_22956367,common_voice_kab_22953970,common_voice_kab_22795907"
nekk nwiɣ ad tɛeqlemt mexluf,"common_voice_kab_22981312,common_voice_kab_22920650"
nekk nwiɣ ad tɛeqleḍ ɛemmi muḥ,"common_voice_kab_23359186,common_voice_kab_22936632"
nekk nwiɣ dakken ad tɛeqlem ferḥat n at ɛebbas,"common_voice_kab_25005960,common_voice_kab_24854658"
nekk nwiɣ dakken ad tɛeqlemt farid n at yiraten,"common_voice_kab_34742539,common_voice_kab_33116935"
nekk nwiɣ dakken ad tɛeqleḍ ferḥat n at ɛebbas,"common_voice_kab_24873353,common_voice_kab_24832298"
nekk nwiɣ kulci yeshel,"common_voice_kab_24358987"
nekk nwiɣ-k tfehmeḍ timsal akken llant,"common_voice_kab_18275460,common_voice_kab_18057600,common_voice_kab_18083796,common_voice_kab_17972886,common_voice_kab_18184941,common_voice_kab_17989163,common_voice_kab_18481168,common_voice_kab_18102497"
nekk qebleɣ,"common_voice_kab_23294774,common_voice_kab_23010473"
nekk qqareɣ ih netta yeqqar ala,"common_voice_kab_20889459,common_voice_kab_21895389,common_voice_kab_19201639,common_voice_kab_19358051,common_voice_kab_20510726"
nekk qrib werǧin ɣellḍeɣ,"common_voice_kab_22963876,common_voice_kab_22917316"
nekk recleɣ,"common_voice_kab_23668853,common_voice_kab_23564705"
nekk refdeɣ yiwen,"common_voice_kab_20382966,common_voice_kab_20351643,common_voice_kab_20809777,common_voice_kab_21850720,common_voice_kab_22700407,common_voice_kab_20494347"
nekk riɣ ayefki n ccukula,"common_voice_kab_22931557,common_voice_kab_22983150"
nekk riɣ imcac ugar n yiḍan,"common_voice_kab_23684255,common_voice_kab_23495306"
